,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
506,Bermuda,BMU,30/01/2021,4897.0,4897.0,,281.0,7.86,7.86,,4512.0,Pfizer/BioNTech,Government of Bermuda
507,Bermuda,BMU,31/01/2021,,,,326.0,,,,5235.0,Pfizer/BioNTech,Government of Bermuda
508,Bermuda,BMU,01/02/2021,,,,372.0,,,,5974.0,Pfizer/BioNTech,Government of Bermuda
509,Bermuda,BMU,02/02/2021,,,,417.0,,,,6696.0,Pfizer/BioNTech,Government of Bermuda
510,Bermuda,BMU,03/02/2021,,,,463.0,,,,7435.0,Pfizer/BioNTech,Government of Bermuda
511,Bermuda,BMU,04/02/2021,,,,509.0,,,,8174.0,Pfizer/BioNTech,Government of Bermuda
512,Bermuda,BMU,05/02/2021,,,,554.0,,,,8896.0,Pfizer/BioNTech,Government of Bermuda
513,Bermuda,BMU,06/02/2021,9095.0,7504.0,1591.0,600.0,14.61,12.05,2.55,9635.0,Pfizer/BioNTech,Government of Bermuda
514,Bermuda,BMU,07/02/2021,,,,557.0,,,,8944.0,Pfizer/BioNTech,Government of Bermuda
515,Bermuda,BMU,08/02/2021,,,,515.0,,,,8270.0,Pfizer/BioNTech,Government of Bermuda
516,Bermuda,BMU,09/02/2021,10000.0,8400.0,1600.0,472.0,16.06,13.49,2.57,7580.0,Pfizer/BioNTech,Government of Bermuda
517,Bermuda,BMU,10/02/2021,,,,461.0,,,,7403.0,Pfizer/BioNTech,Government of Bermuda
518,Bermuda,BMU,11/02/2021,,,,451.0,,,,7242.0,Pfizer/BioNTech,Government of Bermuda
519,Bermuda,BMU,12/02/2021,,,,440.0,,,,7066.0,Pfizer/BioNTech,Government of Bermuda
520,Bermuda,BMU,13/02/2021,,,,430.0,,,,6905.0,Pfizer/BioNTech,Government of Bermuda
521,Bermuda,BMU,14/02/2021,,,,462.0,,,,7419.0,Pfizer/BioNTech,Government of Bermuda
522,Bermuda,BMU,15/02/2021,13155.0,,,494.0,21.12,,,7933.0,Pfizer/BioNTech,Government of Bermuda
523,Bermuda,BMU,16/02/2021,,,,531.0,,,,8527.0,Pfizer/BioNTech,Government of Bermuda
524,Bermuda,BMU,17/02/2021,,,,536.0,,,,8607.0,Pfizer/BioNTech,Government of Bermuda
525,Bermuda,BMU,18/02/2021,,,,540.0,,,,8671.0,Pfizer/BioNTech,Government of Bermuda
526,Bermuda,BMU,19/02/2021,,,,545.0,,,,8752.0,Pfizer/BioNTech,Government of Bermuda
527,Bermuda,BMU,20/02/2021,,,,550.0,,,,8832.0,Pfizer/BioNTech,Government of Bermuda
528,Bermuda,BMU,21/02/2021,,,,555.0,,,,8912.0,Pfizer/BioNTech,Government of Bermuda
529,Bermuda,BMU,22/02/2021,17073.0,12304.0,4769.0,560.0,27.42,19.76,7.66,8993.0,Pfizer/BioNTech,Government of Bermuda
530,Bolivia,BOL,28/01/2021,0.0,,,,0.0,,,,Sputnik V,Ministry of Health
531,Bolivia,BOL,29/01/2021,12.0,,,12.0,0.0,,,1.0,Sputnik V,Ministry of Health
532,Bolivia,BOL,30/01/2021,39.0,,,20.0,0.0,,,2.0,Sputnik V,Ministry of Health
533,Bolivia,BOL,31/01/2021,67.0,,,22.0,0.0,,,2.0,Sputnik V,Ministry of Health
534,Bolivia,BOL,01/02/2021,570.0,,,142.0,0.0,,,12.0,Sputnik V,Ministry of Health
535,Bolivia,BOL,02/02/2021,1593.0,,,319.0,0.01,,,27.0,Sputnik V,Ministry of Health
536,Bolivia,BOL,03/02/2021,3560.0,,,593.0,0.03,,,51.0,Sputnik V,Ministry of Health
537,Bolivia,BOL,04/02/2021,,,,627.0,,,,54.0,Sputnik V,Ministry of Health
538,Bolivia,BOL,05/02/2021,,,,743.0,,,,64.0,Sputnik V,Ministry of Health
539,Bolivia,BOL,06/02/2021,,,,857.0,,,,73.0,Sputnik V,Ministry of Health
540,Bolivia,BOL,07/02/2021,,,,971.0,,,,83.0,Sputnik V,Ministry of Health
541,Bolivia,BOL,08/02/2021,,,,1017.0,,,,87.0,Sputnik V,Ministry of Health
542,Bolivia,BOL,09/02/2021,,,,989.0,,,,85.0,Sputnik V,Ministry of Health
543,Bolivia,BOL,10/02/2021,,,,826.0,,,,71.0,Sputnik V,Ministry of Health
544,Bolivia,BOL,11/02/2021,10167.0,,,826.0,0.09,,,71.0,Sputnik V,Ministry of Health
545,Brazil,BRA,16/01/2021,0.0,0.0,,,0.0,0.0,,,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
546,Brazil,BRA,17/01/2021,112.0,112.0,,112.0,0.0,0.0,,1.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
547,Brazil,BRA,18/01/2021,1109.0,1109.0,,554.0,0.0,0.0,,3.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
548,Brazil,BRA,19/01/2021,11470.0,11470.0,,3823.0,0.01,0.01,,18.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
549,Brazil,BRA,20/01/2021,28543.0,28543.0,,7136.0,0.01,0.01,,34.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
550,Brazil,BRA,21/01/2021,136519.0,136519.0,,27304.0,0.06,0.06,,128.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
551,Brazil,BRA,22/01/2021,245877.0,245877.0,,40980.0,0.12,0.12,,193.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
552,Brazil,BRA,23/01/2021,537774.0,537774.0,,76825.0,0.25,0.25,,361.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
553,Brazil,BRA,24/01/2021,604722.0,604722.0,,86373.0,0.28,0.28,,406.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
554,Brazil,BRA,25/01/2021,700608.0,700608.0,,99928.0,0.33,0.33,,470.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
555,Brazil,BRA,26/01/2021,848883.0,848883.0,,119630.0,0.4,0.4,,563.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
556,Brazil,BRA,27/01/2021,1129885.0,1129885.0,,157335.0,0.53,0.53,,740.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
557,Brazil,BRA,28/01/2021,1450900.0,1450900.0,,187769.0,0.68,0.68,,883.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
558,Brazil,BRA,29/01/2021,1668032.0,1656851.0,,203165.0,0.78,0.78,,956.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
559,Brazil,BRA,30/01/2021,2003211.0,1923813.0,,209348.0,0.94,0.91,,985.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
560,Brazil,BRA,31/01/2021,2074059.0,2046523.0,,209905.0,0.98,0.96,,988.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
561,Brazil,BRA,01/02/2021,2124307.0,2107624.0,,203386.0,1.0,0.99,,957.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
562,Brazil,BRA,02/02/2021,2292551.0,2292551.0,,206238.0,1.08,1.08,,970.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
563,Brazil,BRA,03/02/2021,2521704.0,2521704.0,,198831.0,1.19,1.19,,935.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
564,Brazil,BRA,04/02/2021,3073057.0,3073057.0,,231737.0,1.45,1.45,,1090.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
565,Brazil,BRA,05/02/2021,3074906.0,3074906.0,,200982.0,1.45,1.45,,946.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
566,Brazil,BRA,06/02/2021,3401383.0,3399421.0,1962.0,199739.0,1.6,1.6,0.0,940.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
567,Brazil,BRA,07/02/2021,3553681.0,3534004.0,19677.0,211375.0,1.67,1.66,0.01,994.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
568,Brazil,BRA,08/02/2021,3605538.0,3579850.0,25688.0,211604.0,1.7,1.68,0.01,996.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
569,Brazil,BRA,09/02/2021,3820207.0,3786591.0,33616.0,218237.0,1.8,1.78,0.02,1027.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
570,Brazil,BRA,10/02/2021,4120332.0,4069677.0,50655.0,228375.0,1.94,1.91,0.02,1074.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
571,Brazil,BRA,11/02/2021,4406835.0,4326075.0,80760.0,190540.0,2.07,2.04,0.04,896.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
572,Brazil,BRA,12/02/2021,4696136.0,4586270.0,109866.0,231604.0,2.21,2.16,0.05,1090.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
573,Brazil,BRA,13/02/2021,5125206.0,4946738.0,178468.0,246260.0,2.41,2.33,0.08,1159.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
574,Brazil,BRA,14/02/2021,5236943.0,5042713.0,194230.0,240466.0,2.46,2.37,0.09,1131.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
575,Brazil,BRA,15/02/2021,5293979.0,5076110.0,217869.0,241206.0,2.49,2.39,0.1,1135.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
576,Brazil,BRA,16/02/2021,5609937.0,5324317.0,285620.0,255676.0,2.64,2.5,0.13,1203.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
577,Brazil,BRA,17/02/2021,5883539.0,5326007.0,557532.0,251887.0,2.77,2.51,0.26,1185.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
578,Brazil,BRA,18/02/2021,6206680.0,5482925.0,723755.0,257121.0,2.92,2.58,0.34,1210.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
579,Brazil,BRA,19/02/2021,6535156.0,5640483.0,894673.0,262717.0,3.07,2.65,0.42,1236.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
580,Brazil,BRA,20/02/2021,6813168.0,5756361.0,1056807.0,241137.0,3.21,2.71,0.5,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
581,Brazil,BRA,21/02/2021,6950802.0,5817908.0,1132894.0,244837.0,3.27,2.74,0.53,1152.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
582,Brazil,BRA,22/02/2021,7028356.0,5857080.0,1171276.0,247768.0,3.31,2.76,0.55,1166.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
583,Brazil,BRA,23/02/2021,7297061.0,6002873.0,1294188.0,241018.0,3.43,2.82,0.61,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
584,Brazil,BRA,24/02/2021,7551676.0,6116082.0,1435594.0,238305.0,3.55,2.88,0.68,1121.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
585,Brazil,BRA,25/02/2021,7799000.0,6202055.0,1596945.0,227474.0,3.67,2.92,0.75,1070.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
586,Brazil,BRA,26/02/2021,8101787.0,6346769.0,1755018.0,223804.0,3.81,2.99,0.83,1053.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
587,Brazil,BRA,27/02/2021,8322042.0,6437836.0,1884206.0,215553.0,3.92,3.03,0.89,1014.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
588,Brazil,BRA,28/02/2021,8433568.0,6518628.0,1914940.0,211824.0,3.97,3.07,0.9,997.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
589,Bulgaria,BGR,29/12/2020,1719.0,1719.0,,,0.02,0.02,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
590,Bulgaria,BGR,30/12/2020,4608.0,4608.0,,2889.0,0.07,0.07,,416.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
591,Bulgaria,BGR,31/12/2020,,,,1477.0,,,,213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
592,Bulgaria,BGR,01/01/2021,4739.0,4739.0,,1007.0,0.07,0.07,,145.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
593,Bulgaria,BGR,02/01/2021,,,,799.0,,,,115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
594,Bulgaria,BGR,03/01/2021,,,,675.0,,,,97.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
595,Bulgaria,BGR,04/01/2021,,,,592.0,,,,85.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
596,Bulgaria,BGR,05/01/2021,5448.0,5448.0,,533.0,0.08,0.08,,77.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
597,Bulgaria,BGR,06/01/2021,7913.0,7913.0,,472.0,0.11,0.11,,68.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
598,Bulgaria,BGR,07/01/2021,11117.0,11117.0,,920.0,0.16,0.16,,132.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
599,Bulgaria,BGR,08/01/2021,13355.0,13355.0,,1231.0,0.19,0.19,,177.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
600,Bulgaria,BGR,09/01/2021,13473.0,13473.0,,1222.0,0.19,0.19,,176.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
601,Bulgaria,BGR,10/01/2021,,,,1246.0,,,,179.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
602,Bulgaria,BGR,11/01/2021,14161.0,14161.0,,1270.0,0.2,0.2,,183.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
603,Bulgaria,BGR,12/01/2021,15780.0,15780.0,,1476.0,0.23,0.23,,212.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
604,Bulgaria,BGR,13/01/2021,17038.0,17038.0,,1304.0,0.25,0.25,,188.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
605,Bulgaria,BGR,14/01/2021,17686.0,17686.0,,938.0,0.25,0.25,,135.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
606,Bulgaria,BGR,15/01/2021,18126.0,18126.0,,682.0,0.26,0.26,,98.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
607,Bulgaria,BGR,16/01/2021,18332.0,18332.0,,694.0,0.26,0.26,,100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
608,Bulgaria,BGR,17/01/2021,18453.0,18453.0,,662.0,0.27,0.27,,95.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
609,Bulgaria,BGR,18/01/2021,19638.0,18524.0,1114.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
610,Bulgaria,BGR,19/01/2021,22226.0,19058.0,3168.0,921.0,0.32,0.27,0.05,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
611,Bulgaria,BGR,20/01/2021,24127.0,19834.0,4293.0,1013.0,0.35,0.29,0.06,146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
612,Bulgaria,BGR,21/01/2021,25251.0,20719.0,4532.0,1081.0,0.36,0.3,0.07,156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
613,Bulgaria,BGR,22/01/2021,26101.0,21496.0,4605.0,1139.0,0.38,0.31,0.07,164.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
614,Bulgaria,BGR,23/01/2021,26119.0,21509.0,4610.0,1112.0,0.38,0.31,0.07,160.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
615,Bulgaria,BGR,24/01/2021,26143.0,21533.0,4610.0,1099.0,0.38,0.31,0.07,158.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
616,Bulgaria,BGR,25/01/2021,26798.0,22129.0,4669.0,1023.0,0.39,0.32,0.07,147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
617,Bulgaria,BGR,26/01/2021,29122.0,23667.0,5455.0,985.0,0.42,0.34,0.08,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
618,Bulgaria,BGR,27/01/2021,32917.0,25245.0,7672.0,1256.0,0.47,0.36,0.11,181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
619,Bulgaria,BGR,28/01/2021,37636.0,26753.0,10883.0,1769.0,0.54,0.39,0.16,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
620,Bulgaria,BGR,29/01/2021,40805.0,27856.0,12949.0,2101.0,0.59,0.4,0.19,302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
621,Bulgaria,BGR,30/01/2021,41020.0,27957.0,13063.0,2129.0,0.59,0.4,0.19,306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
622,Bulgaria,BGR,31/01/2021,41125.0,28041.0,13084.0,2140.0,0.59,0.4,0.19,308.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
623,Bulgaria,BGR,01/02/2021,42634.0,28978.0,13656.0,2262.0,0.61,0.42,0.2,326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
624,Bulgaria,BGR,02/02/2021,45917.0,30817.0,15100.0,2399.0,0.66,0.44,0.22,345.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
625,Bulgaria,BGR,03/02/2021,50124.0,33691.0,16433.0,2458.0,0.72,0.48,0.24,354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
626,Bulgaria,BGR,04/02/2021,54025.0,36929.0,17096.0,2341.0,0.78,0.53,0.25,337.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
627,Bulgaria,BGR,05/02/2021,56860.0,39468.0,17392.0,2294.0,0.82,0.57,0.25,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
628,Bulgaria,BGR,06/02/2021,57016.0,39624.0,17392.0,2285.0,0.82,0.57,0.25,329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
629,Bulgaria,BGR,07/02/2021,57038.0,39646.0,17392.0,2273.0,0.82,0.57,0.25,327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
630,Bulgaria,BGR,08/02/2021,58888.0,41407.0,17481.0,2322.0,0.85,0.6,0.25,334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
631,Bulgaria,BGR,09/02/2021,62428.0,44482.0,17946.0,2359.0,0.9,0.64,0.26,340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
632,Bulgaria,BGR,10/02/2021,66163.0,47551.0,18612.0,2291.0,0.95,0.68,0.27,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
633,Bulgaria,BGR,11/02/2021,71123.0,51435.0,19688.0,2443.0,1.02,0.74,0.28,352.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
634,Bulgaria,BGR,12/02/2021,74694.0,54123.0,20571.0,2548.0,1.07,0.78,0.3,367.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
635,Bulgaria,BGR,13/02/2021,75320.0,54646.0,20674.0,2615.0,1.08,0.79,0.3,376.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
636,Bulgaria,BGR,14/02/2021,75388.0,54690.0,20698.0,2621.0,1.08,0.79,0.3,377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
637,Bulgaria,BGR,15/02/2021,77436.0,56113.0,21323.0,2650.0,1.11,0.81,0.31,381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
638,Bulgaria,BGR,16/02/2021,81338.0,58562.0,22776.0,2701.0,1.17,0.84,0.33,389.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
639,Bulgaria,BGR,17/02/2021,85920.0,61813.0,24107.0,2822.0,1.24,0.89,0.35,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
640,Bulgaria,BGR,18/02/2021,90514.0,65073.0,25441.0,2770.0,1.3,0.94,0.37,399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
641,Bulgaria,BGR,19/02/2021,104268.0,77518.0,26750.0,4225.0,1.5,1.12,0.38,608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
642,Bulgaria,BGR,20/02/2021,108356.0,81433.0,26923.0,4719.0,1.56,1.17,0.39,679.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
643,Bulgaria,BGR,21/02/2021,119354.0,92381.0,26973.0,6281.0,1.72,1.33,0.39,904.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
644,Bulgaria,BGR,22/02/2021,131063.0,103111.0,27952.0,7661.0,1.89,1.48,0.4,1103.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
645,Bulgaria,BGR,23/02/2021,148226.0,118549.0,29677.0,9555.0,2.13,1.71,0.43,1375.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
646,Bulgaria,BGR,24/02/2021,168462.0,136454.0,32008.0,11792.0,2.42,1.96,0.46,1697.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
647,Bulgaria,BGR,25/02/2021,188512.0,153793.0,34719.0,14000.0,2.71,2.21,0.5,2015.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
648,Bulgaria,BGR,26/02/2021,204439.0,167258.0,37181.0,14310.0,2.94,2.41,0.54,2059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
649,Bulgaria,BGR,27/02/2021,209760.0,172393.0,37367.0,14486.0,3.02,2.48,0.54,2085.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
650,Bulgaria,BGR,28/02/2021,212445.0,175066.0,37379.0,13299.0,3.06,2.52,0.54,1914.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
651,Cambodia,KHM,09/02/2021,0.0,0.0,,,0.0,0.0,,,Sinopharm/Beijing,Ministry of Health
652,Cambodia,KHM,10/02/2021,1492.0,1492.0,,1492.0,0.01,0.01,,89.0,Sinopharm/Beijing,Ministry of Health
653,Cambodia,KHM,11/02/2021,,,,871.0,,,,52.0,Sinopharm/Beijing,Ministry of Health
654,Cambodia,KHM,12/02/2021,,,,663.0,,,,40.0,Sinopharm/Beijing,Ministry of Health
655,Cambodia,KHM,13/02/2021,,,,560.0,,,,33.0,Sinopharm/Beijing,Ministry of Health
656,Cambodia,KHM,14/02/2021,,,,498.0,,,,30.0,Sinopharm/Beijing,Ministry of Health
657,Cambodia,KHM,15/02/2021,,,,456.0,,,,27.0,Sinopharm/Beijing,Ministry of Health
658,Cambodia,KHM,16/02/2021,,,,427.0,,,,26.0,Sinopharm/Beijing,Ministry of Health
659,Cambodia,KHM,17/02/2021,3236.0,3236.0,,249.0,0.02,0.02,,15.0,Sinopharm/Beijing,Ministry of Health
660,Cambodia,KHM,18/02/2021,,,,312.0,,,,19.0,Sinopharm/Beijing,Ministry of Health
661,Cambodia,KHM,19/02/2021,4609.0,4609.0,,374.0,0.03,0.03,,22.0,Sinopharm/Beijing,Ministry of Health
662,Cambodia,KHM,20/02/2021,,,,451.0,,,,27.0,Sinopharm/Beijing,Ministry of Health
663,Cambodia,KHM,21/02/2021,,,,529.0,,,,32.0,Sinopharm/Beijing,Ministry of Health
664,Cambodia,KHM,22/02/2021,,,,606.0,,,,36.0,Sinopharm/Beijing,Ministry of Health
665,Cambodia,KHM,23/02/2021,7770.0,7770.0,,683.0,0.05,0.05,,41.0,Sinopharm/Beijing,Ministry of Health
666,Cambodia,KHM,24/02/2021,,,,1028.0,,,,61.0,Sinopharm/Beijing,Ministry of Health
667,Cambodia,KHM,25/02/2021,13101.0,13101.0,,1311.0,0.08,0.08,,78.0,Sinopharm/Beijing,Ministry of Health
668,Canada,CAN,19/12/2020,,8734.0,,,,0.02,,,"Moderna, Pfizer/BioNTech",Government of Canada
669,Canada,CAN,26/12/2020,,33734.0,,,,0.09,,,"Moderna, Pfizer/BioNTech",Government of Canada
670,Canada,CAN,02/01/2021,,77521.0,,,,0.21,,,"Moderna, Pfizer/BioNTech",Government of Canada
671,Canada,CAN,09/01/2021,,211520.0,4487.0,,,0.56,0.01,,"Moderna, Pfizer/BioNTech",Government of Canada
672,Canada,CAN,12/01/2021,267078.0,,,,0.71,,,,"Moderna, Pfizer/BioNTech",Government of Canada
673,Canada,CAN,13/01/2021,288488.0,,,4282.0,0.76,,,113.0,"Moderna, Pfizer/BioNTech",Government of Canada
674,Canada,CAN,14/01/2021,310788.0,,,7285.0,0.82,,,193.0,"Moderna, Pfizer/BioNTech",Government of Canada
675,Canada,CAN,15/01/2021,341735.0,,,10665.0,0.91,,,283.0,"Moderna, Pfizer/BioNTech",Government of Canada
676,Canada,CAN,16/01/2021,,560796.0,26760.0,14584.0,,1.49,0.07,386.0,"Moderna, Pfizer/BioNTech",Government of Canada
677,Canada,CAN,17/01/2021,,,,18502.0,,,,490.0,"Moderna, Pfizer/BioNTech",Government of Canada
678,Canada,CAN,18/01/2021,424022.0,,,22421.0,1.12,,,594.0,"Moderna, Pfizer/BioNTech",Government of Canada
679,Canada,CAN,19/01/2021,459780.0,,,27529.0,1.22,,,729.0,"Moderna, Pfizer/BioNTech",Government of Canada
680,Canada,CAN,20/01/2021,485335.0,,,28121.0,1.29,,,745.0,"Moderna, Pfizer/BioNTech",Government of Canada
681,Canada,CAN,21/01/2021,706060.0,,,56467.0,1.87,,,1496.0,"Moderna, Pfizer/BioNTech",Government of Canada
682,Canada,CAN,22/01/2021,750696.0,,,58423.0,1.99,,,1548.0,"Moderna, Pfizer/BioNTech",Government of Canada
683,Canada,CAN,23/01/2021,,772032.0,59209.0,56964.0,,2.05,0.16,1509.0,"Moderna, Pfizer/BioNTech",Government of Canada
684,Canada,CAN,24/01/2021,,,,55505.0,,,,1471.0,"Moderna, Pfizer/BioNTech",Government of Canada
685,Canada,CAN,25/01/2021,802346.0,,,54046.0,2.13,,,1432.0,"Moderna, Pfizer/BioNTech",Government of Canada
